Console,GameName,Review,Score,Score_Category
DS,Pokemon White Review,good,7,Medium
X360,Rango: The Video Game Review,good,7,Medium
PS3,Rango: The Video Game Review,good,7,Medium
X360,Dead Space 2: Severed Review,good,7,Medium
PS3,Dead Space 2: Severed Review,good,7,Medium
PC,Cities in Motion Review,good,7,Medium
PS3,Acceleration of Suguri X Edition Review,good,7,Medium
PS3,Fight Night Round 4 Review,great,8,High
PS3,PixelJunk Shooter 2 Review,good,7,Medium
PS3,Hyperdimension Neptunia Review,bad,3,Very Low
PS3,Fallout: New Vegas - Dead Money Review,fair,6,Medium
X360,Fight Night Champion Review,great,8,High
PS3,Fight Night Champion Review,great,8,High
PS3,PixelJunk Shooter Review,great,8,High
PC,Gray Matter Review,good,7,Medium
X360,Gray Matter Review,fair,6,Medium
PS3,Knights Contract Review,fair,6,Medium
X360,Knights Contract Review,fair,6,Medium
PSP,Gods Eater Burst Review,good,7,Medium
DS,de Blob 2 Review,good,7,Medium
WII,de Blob 2 Review,good,7,Medium
PS3,de Blob 2 Review,good,7,Medium
X360,de Blob 2 Review,good,7,Medium
PC,Fallout: New Vegas - Dead Money Review,fair,6,Medium
PS3,Bulletstorm Review,great,8,High
X360,Bulletstorm Review,great,8,High
PC,Bulletstorm Review,great,8,High
DS,Radiant Historia Review,great,8,High
PS3,Trinity: Souls of Zill O'll Review,fair,6,Medium
PS3,Tales from Space: About a Blob Review,fair,6,Medium
PSP,Lord of Arcana Review,poor,4,Low
X360,TNT Racers Review,good,7,Medium
X360,Test Drive Unlimited 2 Review,good,7,Medium
X360,Marvel vs. Capcom 3: Fate of Two Worlds Review,great,8,High
PS3,Marvel vs. Capcom 3: Fate of Two Worlds Review,great,8,High
X360,Hard Corps: Uprising Review,good,7,Medium
PS3,Explodemon Review,good,7,Medium
X360,Body and Brain Connection Review,fair,6,Medium
PSP,Tactics Ogre Review,superb,9,High
PC,You Don't Know Jack (2011) Review,good,7,Medium
WII,You Don't Know Jack Review,great,8,High
PS3,You Don't Know Jack Review,great,8,High
X360,You Don't Know Jack Review,great,8,High
PS3,Stacking Review,great,8,High
X360,Stacking Review,great,8,High
WII,Mario Sports Mix Review,poor,4,Low
DS,Naruto Shippuden: Shinobi Rumble Review,poor,4,Low
PC,Dungeons Review,mediocre,5,Low
PS3,Bionic Commando Rearmed 2 Review,mediocre,5,Low
X360,Bionic Commando Rearmed 2 Review,mediocre,5,Low
PC,Majesty 2: Monster Kingdom Review,good,7,Medium
PS3,Killzone 3 Review,great,8,High
PS3,Two Worlds II Review,good,7,Medium
PC,Jolly Rover Review,good,7,Medium
PC,Two Worlds II Review,good,7,Medium
X360,Two Worlds II Review,good,7,Medium
PC,Magicka Review,good,7,Medium
PC,Breach Review,fair,6,Medium
X360,Breach Review,fair,6,Medium
PC,Monday Night Combat Review,great,8,High
PC,Emergency 2012 Review,poor,4,Low
X360,Monday Night Combat Review,great,8,High
PC,Venetica Review,fair,6,Medium
PC,Dead Space 2 Review,great,8,High
X360,Mindjack Review,mediocre,5,Low
PS3,Mindjack Review,mediocre,5,Low
PS3,Venetica Review,mediocre,5,Low
X360,Venetica Review,mediocre,5,Low
PS3,Spare Parts Review,poor,4,Low
X360,Spare Parts Review,poor,4,Low
PC,DC Universe Online Review,good,7,Medium
PS3,Dead Space 2 Review,superb,9,High
PS3,DC Universe Online Review,good,7,Medium
WII,Fluidity Review,great,8,High
X360,Dead Space 2 Review,great,8,High
PS3,Modern Combat: Domination Review,good,7,Medium
X360,Zeit 2 Review,great,8,High
PC,Zeit 2 Review,great,8,High
DS,Plants vs. Zombies Review,great,8,High
PC,Create Review,fair,6,Medium
X360,Create Review,fair,6,Medium
WII,Create Review,mediocre,5,Low
PS3,Mass Effect 2 Review,great,8,High
PS3,Little Big Planet 2 Review,superb,9,High
PSP,"Prinny 2: Dawn of Operation Panties, Dood! Review",fair,6,Medium
PS3,Tetris Review,good,7,Medium
DS,Kingdom Hearts Re:coded Review,fair,6,Medium
DS,Ghost Trick: Phantom Detective Review,superb,9,High
WII,Lost in Shadow Review,good,7,Medium
PS3,MicroBot Review,fair,6,Medium
X360,MicroBot Review,fair,6,Medium
X360,BioShock 2: Minerva's Den Review,great,8,High
PS3,BioShock 2: Minerva's Den Review,great,8,High
X360,Ilomilo Review,good,7,Medium
X360,A World of Keflings Review,good,7,Medium
X360,Fallout: New Vegas - Dead Money Review,fair,6,Medium
PC,Back to the Future: The Game - Episode I Review,good,7,Medium
X360,Dead Rising 2: Case West Review,good,7,Medium
X360,Raskulls Review,fair,6,Medium
PS3,Echochrome II Review,good,7,Medium
WII,The Deadliest Catch: Sea of Chaos Review,bad,3,Very Low
PS3,The Deadliest Catch: Sea of Chaos Review,bad,3,Very Low
X360,The Deadliest Catch: Sea of Chaos Review,bad,3,Very Low
PS3,Eat Them Review,fair,6,Medium
X360,Battlefield: Bad Company 2 Vietnam Review,great,8,High
PC,Battlefield: Bad Company 2 Vietnam Review,great,8,High
DS,Rock Band 3 Review,good,7,Medium
WII,Def Jam Rapstar Review,fair,6,Medium
PC,World of Warcraft: Cataclysm Review,great,8,High
X360,Bomberman Live: Battlefest Review,fair,6,Medium
X360,Star Wars: The Force Unleashed II: Endor Bonus Mission Review,fair,6,Medium
PS3,Funky Lab Rat Review,fair,6,Medium
WII,Pictionary Review,fair,6,Medium
PC,The Sims 3: Late Night Expansion Pack Review,good,7,Medium
X360,Tron: Evolution Review,good,7,Medium
PS3,Tron: Evolution Review,good,7,Medium
PS3,Kung-Fu Live Review,poor,4,Low
WII,Raving Rabbids: Travel in Time Review,fair,6,Medium
WII,Michael Jackson: The Experience Review,fair,6,Medium
PC,Super Meat Boy Review,superb,9,High
X360,Adrenalin Misfits Review,mediocre,5,Low
PC,Bejeweled 3 Review,good,7,Medium
PSP,Ys: The Oath in Felghana Review,good,7,Medium
X360,Unbound Saga Review,poor,4,Low
PC,Majesty 2: Battles of Ardania Review,poor,4,Low
X360,Cabela's Dangerous Hunts 2011 Review,fair,6,Medium
WII,Cabela's Dangerous Hunts 2011 Review,fair,6,Medium
PS3,Cabela's Dangerous Hunts 2011 Review,fair,6,Medium
DS,"Nine Hours, Nine Persons, Nine Doors Review",great,8,High
PS3,PDC World Championship Darts Pro Tour Review,good,7,Medium
DS,Golden Sun: Dark Dawn Review,good,7,Medium
PS3,Nail'd Review,mediocre,5,Low
X360,Nail'd Review,mediocre,5,Low
PC,Dead Rising 2 Review,great,8,High
DS,Call of Duty: Black Ops Review,great,8,High
PS3,Dead Nation Review,good,7,Medium
X360,Get Fit with Mel B Review,mediocre,5,Low
WII,Disney Epic Mickey Review,fair,6,Medium
PC,Mafia II: Joe's Adventures Review,fair,6,Medium
X360,Mafia II: Joe's Adventures Review,fair,6,Medium
PS3,Gran Turismo 5 Review,great,8,High
WII,HAWX 2 Review,bad,3,Very Low
WII,Naruto Shippuden: Dragon Blade Chronicles Review,bad,3,Very Low
X360,Splatterhouse Review,poor,4,Low
PS3,Splatterhouse Review,poor,4,Low
PSP,EyePet Review,mediocre,5,Low
PS3,Pac-Man Championship Edition DX Review,superb,9,High
X360,Deca Sports Freedom Review,bad,3,Very Low
X360,Majin and the Forsaken Kingdom Review,good,7,Medium
PS3,Majin and the Forsaken Kingdom Review,good,7,Medium
WII,Donkey Kong Country Returns Review,great,8,High
DS,Sonic Colours Review,great,8,High
PS3,Apache: Air Assault Review,good,7,Medium
X360,Apache: Air Assault Review,good,7,Medium
X360,Pac-Man Championship Edition DX Review,superb,9,High
WII,Tom Clancy's Ghost Recon Review,fair,6,Medium
X360,Harry Potter and the Deathly Hallows Part 1 Review,mediocre,5,Low
PS3,Harry Potter and the Deathly Hallows Part 1 Review,mediocre,5,Low
X360,Dance Paradise Review,good,7,Medium
PS3,NBA Jam Review,good,7,Medium
X360,NBA Jam Review,good,7,Medium
X360,MotionSports Review,bad,3,Very Low
X360,Need for Speed: Hot Pursuit Review,great,8,High
PS3,Need for Speed: Hot Pursuit Review,great,8,High
X360,Monopoly Streets Review,fair,6,Medium
PS3,Monopoly Streets Review,fair,6,Medium
WII,Monopoly Streets Review,fair,6,Medium
PSP,Split/Second Review,fair,6,Medium
X360,DanceMasters Review,fair,6,Medium
PS3,Assassin's Creed: Brotherhood Review,great,8,High
X360,Assassin's Creed: Brotherhood Review,great,8,High
X360,The UnderGarden Review,great,8,High
PC,The Ball Review,mediocre,5,Low
X360,Faery: Legends of Avalon Review,poor,4,Low
WII,FlingSmash Review,poor,4,Low
WII,Sonic Colors Review,great,8,High
DS,Mario vs. Donkey Kong: Mini-Land Mayhem Review,great,8,High
X360,Fighters Uncaged Review,terrible,2,Very Low
PC,Football Manager 2011 Review,great,8,High
WII,Call of Duty: Black Ops Review,superb,9,High
PS3,Hoard Review,good,7,Medium
X360,Sonic Free Riders Review,poor,4,Low
PS3,Call of Duty: Black Ops Review,superb,9,High
X360,Call of Duty: Black Ops Review,superb,9,High
PC,Call of Duty: Black Ops Review,superb,9,High
X360,Kinect Adventures! Review,good,7,Medium
X360,Your Shape: Fitness Evolved Review,good,7,Medium
X360,Dragon Ball: Raging Blast 2 Review,mediocre,5,Low
PS3,Dragon Ball: Raging Blast 2 Review,mediocre,5,Low
X360,Bloody Good Time Review,fair,6,Medium
PS3,The Fight: Lights Out Review,mediocre,5,Low
WII,GoldenEye 007 Review,great,8,High
X360,Dance Central Review,great,8,High
X360,Pinball FX 2 Review,great,8,High
WII,Pro Evolution Soccer 2011 Review,good,7,Medium
X360,Kinectimals Review,good,7,Medium
X360,Kinect Sports Review,good,7,Medium
X360,Haunted House Review,mediocre,5,Low
PC,James Bond 007: Blood Stone Review,good,7,Medium
PS3,Dead Space Ignition Review,poor,4,Low
PS3,James Bond 007: Blood Stone Review,good,7,Medium
X360,James Bond 007: Blood Stone Review,good,7,Medium
X360,Lucha Libre AAA: Heroes del Ring Review,mediocre,5,Low
PS3,Lucha Libre AAA: Heroes del Ring Review,mediocre,5,Low
PSP,Invizimals Review,fair,6,Medium
X360,Dead Space Ignition Review,poor,4,Low
WII,Star Wars: The Force Unleashed II Review,good,7,Medium
PS3,WWE SmackDown vs. Raw 2011 Review,good,7,Medium
X360,WWE SmackDown vs. Raw 2011 Review,good,7,Medium
PSP,Dragon Ball Z: Tenkaichi Tag Team Review,fair,6,Medium
PSP,God of War: Ghost of Sparta Review,great,8,High
PS3,TV Superstars Review,fair,6,Medium
X360,Shaun White Skateboarding Review,fair,6,Medium
X360,Red Dead Redemption: Undead Nightmare Pack Review,great,8,High
PS3,The Shoot Review,fair,6,Medium
PC,Star Wars: The Force Unleashed II Review,mediocre,5,Low
X360,Rock Band 3 Review,superb,9,High
X360,Naruto Shippuden: Ultimate Ninja Storm 2 Review,good,7,Medium
PS3,Naruto Shippuden: Ultimate Ninja Storm 2 Review,good,7,Medium
X360,Fable III Review,good,7,Medium
X360,Star Wars: The Force Unleashed II Review,fair,6,Medium
PS3,Star Wars: The Force Unleashed II Review,fair,6,Medium
PS3,Time Crisis: Razing Storm Review,fair,6,Medium
WII,Just Dance 2 Review,good,7,Medium
X360,The Sims 3 Review,good,7,Medium
PS3,The Sims 3 Review,good,7,Medium
X360,DJ Hero 2 Review,great,8,High
PC,Lionheart: Kings' Crusade Review,good,7,Medium
PS3,John Daly's ProStroke Golf Review,fair,6,Medium
PC,Fallout: New Vegas Review,great,8,High
X360,Costume Quest Review,good,7,Medium
PS3,Costume Quest Review,good,7,Medium
X360,EA Sports MMA Review,good,7,Medium
PS3,EA Sports MMA Review,good,7,Medium
PS3,Sengoku Basara: Samurai Heroes Review,poor,4,Low
WII,Sengoku Basara: Samurai Heroes Review,poor,4,Low
X360,Super Meat Boy Review,superb,9,High
PS3,Fallout: New Vegas Review,good,7,Medium
X360,Fallout: New Vegas Review,good,7,Medium
PC,Lost Planet 2 Review,good,7,Medium
X360,Vanquish Review,superb,9,High
PS3,Vanquish Review,superb,9,High
WII,FIFA 11 Review,good,7,Medium
PS3,Atelier Rorona: The Alchemist of Arland Review,fair,6,Medium
X360,Arcania: Gothic 4 Review,mediocre,5,Low
PS3,Sonic the Hedgehog 4: Episode 1 Review,fair,6,Medium
X360,Sonic the Hedgehog 4: Episode 1 Review,fair,6,Medium
WII,Kirby's Epic Yarn Review,great,8,High
DS,Final Fantasy: The 4 Heroes of Light Review,good,7,Medium
DS,Super Scribblenauts Review,fair,6,Medium
PC,Medal of Honor Review,good,7,Medium
PS3,Medal of Honor Review,good,7,Medium
X360,Medal of Honor Review,good,7,Medium
X360,WRC: FIA World Rally Championship Review,fair,6,Medium
PS3,WRC: FIA World Rally Championship Review,fair,6,Medium
WII,Sid Meier's Pirates! Review,fair,6,Medium
WII,MySims SkyHeroes Review,poor,4,Low
X360,Serious Sam HD: The Second Encounter Review,good,7,Medium
WII,EA Sports NBA Jam Review,good,7,Medium
PS3,Def Jam Rapstar Review,good,7,Medium
X360,Def Jam Rapstar Review,good,7,Medium
X360,MorphX Review,poor,4,Low
X360,MySims SkyHeroes Review,poor,4,Low
PS3,MySims SkyHeroes Review,poor,4,Low
X360,Quantum Theory Review,poor,4,Low
X360,Toy Soldiers: Invasion Review,great,8,High
PC,Final Fantasy XIV Online Review,poor,4,Low
X360,NBA 2K11 Review,great,8,High
PS3,NBA 2K11 Review,great,8,High
PC,Patrician IV Review,fair,6,Medium
PS3,Swords & Soldiers Review,great,8,High
X360,Front Mission Evolved Review,mediocre,5,Low
PS3,Front Mission Evolved Review,mediocre,5,Low
X360,Pro Evolution Soccer 2011 Review,great,8,High
PS3,Pro Evolution Soccer 2011 Review,great,8,High
X360,Comic Jumper Review,great,8,High
PS3,Brunswick Pro Bowling Review,mediocre,5,Low
X360,Guitar Hero: Warriors of Rock Review,good,7,Medium
WII,Wii Party Review,great,8,High
X360,Blade Kitten Review,mediocre,5,Low
PC,Blade Kitten Review,poor,4,Low
PS3,FIFA 11 Review,superb,9,High
X360,FIFA 11 Review,superb,9,High
PSP,Phantasy Star Portable 2 Review,good,7,Medium
X360,Enslaved: Odyssey to the West Review,great,8,High
DS,Etrian Odyssey III: The Drowned City Review,good,7,Medium
PC,Amnesia: The Dark Descent Review,great,8,High
PC,Lara Croft and the Guardian of Light Review,great,8,High
PS3,Lara Croft and the Guardian of Light Review,great,8,High
WII,Samurai Warriors 3 Review,poor,4,Low
PS3,Flight Control HD Review,great,8,High
X360,Borderlands: Claptrap's New Robot Revolution Review,good,7,Medium
X360,Castlevania: Lords of Shadow Review,good,7,Medium
PS3,Castlevania: Lords of Shadow Review,good,7,Medium
PSP,Gladiator Begins Review,fair,6,Medium
PC,Darksiders Review,great,8,High
PS3,Blade Kitten Review,mediocre,5,Low
PS3,Dead Rising 2 Review,great,8,High
X360,Dead Rising 2 Review,great,8,High
X360,F1 2010 Review,good,7,Medium
PS3,F1 2010 Review,good,7,Medium
PS3,Spider-Man: Shattered Dimensions Review,good,7,Medium
PS3,Tumble Review,great,8,High
PS3,Space Invaders: Infinity Gene Review,great,8,High
X360,Space Invaders: Infinity Gene Review,great,8,High
PC,King's Bounty: Crossworlds Review,great,8,High
PS3,DeathSpank: Thongs of Virtue Review,good,7,Medium
X360,Legend of the Guardians: The Owls of Ga'Hoole Review,fair,6,Medium
PS3,Legend of the Guardians: The Owls of Ga'Hoole Review,fair,6,Medium
PS3,Racquet Sports Review,poor,4,Low
WII,The Lord of the Rings: Aragorn's Quest Review,good,7,Medium
PC,Mafia II: Jimmy's Vendetta Review,fair,6,Medium
X360,Mafia II: Jimmy's Vendetta Review,fair,6,Medium
PS3,TerRover Review,bad,3,Very Low
X360,Halo: Reach Review,superb,9,High
X360,Plants vs. Zombies Review,great,8,High
PC,R.U.S.E. Review,good,7,Medium
X360,R.U.S.E. Review,good,7,Medium
PS3,R.U.S.E. Review,good,7,Medium
DS,Professor Layton and the Unwound Future Review,great,8,High
X360,Tom Clancy's HAWX 2 Review,good,7,Medium
PS3,Tom Clancy's HAWX 2 Review,good,7,Medium
PS3,EyePet (Move Edition) Review,fair,6,Medium
PC,Mass Effect 2: Lair of the Shadow Broker Review,great,8,High
X360,Mass Effect 2: Lair of the Shadow Broker Review,great,8,High
PS3,Castle Crashers Review,great,8,High
DS,Batman: The Brave and the Bold - The Videogame Review,good,7,Medium
X360,Spider-Man: Shattered Dimensions Review,good,7,Medium
WII,Batman: The Brave and the Bold - The Videogame Review,good,7,Medium
PSP,Valkyria Chronicles II Review,great,8,High
PS3,NHL 11 Review,superb,9,High
X360,NHL 11 Review,superb,9,High
WII,NHL Slapshot Review,great,8,High
PSP,Ace Combat: Joint Assault Review,good,7,Medium
PS3,Start the Party Review,fair,6,Medium
PS3,Rugby League Live Review,poor,4,Low
X360,Rugby League Live Review,poor,4,Low
PC,Elemental: War of Magic Review,poor,4,Low
PSP,Kingdom Hearts: Birth by Sleep Review,good,7,Medium
PS3,Kung Fu Rider Review,poor,4,Low
PS3,Sports Champions Review,good,7,Medium
WII,Ivy the Kiwi? Review,good,7,Medium
PC,Razor 2: Hidden Skies Review,mediocre,5,Low
WII,NHL 2K11 Review,mediocre,5,Low
X360,Dead Rising 2: Case Zero Review,great,8,High
PC,Worms Reloaded Review,great,8,High
WII,Metroid: Other M Review,great,8,High
X360,Scott Pilgrim vs. the World Review,fair,6,Medium
X360,Shank Review,fair,6,Medium
PS3,Shank Review,fair,6,Medium
PSP,Ys Seven Review,good,7,Medium
PS3,Top Gun Review,fair,6,Medium
PC,Mafia II Review,great,8,High
PS3,Mafia II Review,great,8,High
X360,Mafia II Review,great,8,High
PC,Puzzle Quest 2 Review,great,8,High
PSP,TNA Impact: Cross The Line Review,mediocre,5,Low
WII,Madden NFL 11 Review,fair,6,Medium
DS,Monster Rancher DS Review,fair,6,Medium
X360,Lara Croft and the Guardian of Light Review,great,8,High
PC,Victoria II Review,good,7,Medium
PS3,Kane & Lynch 2: Dog Days Review,fair,6,Medium
X360,Kane & Lynch 2: Dog Days Review,fair,6,Medium
PC,Kane & Lynch 2: Dog Days Review,fair,6,Medium
PC,Commander: Conquest of the Americas Review,fair,6,Medium
PS3,Scott Pilgrim vs. the World Review,fair,6,Medium
X360,Madden NFL 11 Review,great,8,High
PS3,Madden NFL 11 Review,great,8,High
PSP,Gravity Crash Portable Review,good,7,Medium
PC,Alter Ego Review,bad,3,Very Low
PS3,Gravity Crash Review,great,8,High
PC,Disciples III: Renaissance Review,mediocre,5,Low
X360,Castlevania: Harmony of Despair Review,good,7,Medium
PC,Starcraft II: Wings of Liberty Review,superb,9,High
X360,Deathsmiles Review,great,8,High
WII,Little League World Series Baseball Double Play Review,mediocre,5,Low
PSP,Prince of Persia: The Forgotten Sands Review,fair,6,Medium
DS,Despicable Me: Minion Mayhem Review,fair,6,Medium
WII,PokePark Wii: Pikachu's Adventure Review,mediocre,5,Low
PS3,BlazBlue: Continuum Shift Review,great,8,High
X360,BlazBlue: Continuum Shift Review,great,8,High
PS3,Clash of the Titans Review,poor,4,Low
X360,Clash of the Titans Review,poor,4,Low
PS3,Catan Review,good,7,Medium
X360,Alan Wake: The Signal Review,good,7,Medium
X360,Hydro Thunder Hurricane Review,great,8,High
PS3,Death Track: Resurrection Review,poor,4,Low
PC,Turba Review,good,7,Medium
PC,Blacklight: Tango Down Review,fair,6,Medium
DS,Lego Harry Potter: Years 1-4 Review,great,8,High
PSP,Lego Harry Potter: Years 1-4 Review,great,8,High
PC,Rhythm Zone Review,poor,4,Low
WII,Dance on Broadway Review,poor,4,Low
PC,Prince of Persia: The Forgotten Sands Review,good,7,Medium
X360,Little League World Series Baseball 2010 Review,mediocre,5,Low
PS3,Little League World Series Baseball 2010 Review,mediocre,5,Low
PSP,Shin Megami Tensei: Persona 3 Portable Review,great,8,High
X360,Deadliest Warrior: The Game Review,fair,6,Medium
X360,DarkStar One: Broken Alliance Review,good,7,Medium
PS3,Landit Bandit Review,mediocre,5,Low
X360,Sniper: Ghost Warrior Review,fair,6,Medium
PS3,DeathSpank Review,great,8,High
X360,DeathSpank Review,great,8,High
PC,ArmA II: Operation Arrowhead Review,great,8,High
X360,Blacklight: Tango Down Review,good,7,Medium
DS,Dragon Quest IX: Sentinels of the Starry Skies Review,great,8,High
PC,Dragon Age: Origins - Leliana's Song Review,good,7,Medium
X360,Ancients of Ooga Review,good,7,Medium
PS3,NCAA Football 11 Review,great,8,High
PS3,NCAA Football 10 Review,great,8,High
PS3,International Cricket 2010 Review,mediocre,5,Low
X360,NCAA Football 11 Review,great,8,High
X360,N3II: Ninety-Nine Nights Review,bad,3,Very Low
PC,APB Review,fair,6,Medium
PS3,Monkey Island 2 Special Edition: LeChuck's Revenge Review,great,8,High
X360,Monkey Island 2 Special Edition: LeChuck's Revenge Review,great,8,High
PC,Monkey Island 2 Special Edition: LeChuck's Revenge Review,great,8,High
WII,Tournament of Legends Review,poor,4,Low
PC,Sniper: Ghost Warrior Review,mediocre,5,Low
PC,Age of Conan: Rise of the Godslayer Review,great,8,High
